<<<<<<< HEAD
_id,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD,WARD_2003,WARD_2021,MI_PRINX,ATTRACTION,MAP_ACCESS,geometry,Latitude,Longitude,area
52,,Famous People Players,Performing Arts,416-532-1137,,https://famouspeopleplayers.com/,30063014.0,,30063014.0,343,Evans Ave,343 Evans Ave,M8Z 1K2,Etobicoke,Toronto,,112001.0,913771.0,343.0,,,,1575.0,Etobicoke-Lakeshore,6.0,3.0,3814167.0,"Located in Toronto's West End, Famous PEOPLE Players allows visitors to immerse themselves in a unique dining experience while enjoying theatre in the dark.",Y,"{""coordinates"": [[-79.52066, 43.61501]], ""type"": ""MultiPoint""}",43.61501,-79.52066,other
53,,Fort York National Historic Site,Museum,416-392-6907,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/fort-york-national-historic-site/,30104716.0,,30017954.0,250,Fort York Blvd,250 Fort York Blvd,M5V 3K9,former Toronto,Toronto,,104008.0,30013783.0,250.0,,,,15826.0,Spadina-Fort York,19.0,10.0,3004743.0,"Birthplace of Toronto in 1793 and scene of the Battle of York in 1813, Fort York has Canadas largest collection of original War of 1812 buildings. Open year round for tours, exhibits, and demonstrations.",Y,"{""coordinates"": [[-79.40417, 43.63924]], ""type"": ""MultiPoint""}",43.63924,-79.40417,other
54,,Four Seasons Centre for the Performing Arts,Performing Arts,416-363-8231,,https://www.coc.ca/venue-information/fourseasonscentre,856378.0,,856378.0,145,Queen St W,145 Queen St W,M5H 4G1,former Toronto,Toronto,,107002.0,1145285.0,145.0,,,,4238.0,Spadina-Fort York,28.0,10.0,1884457.0,The Four Seasons Centre for the Performing Arts is home to the Canadian Opera Company and the National Ballet of Canada.,Y,"{""coordinates"": [[-79.38568, 43.65052]], ""type"": ""MultiPoint""}",43.65052,-79.38568,downtown
55,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West,Franklin Children's Garden,Garden / Conservatory,416-392-2489,,https://www.toronto.ca/data/parks/prd/facilities/complex/1806/index.html,14258202.0,,14258202.0,30,Centre Island Pk,30 Centre Island Pk,M5J 2E9,former Toronto,Toronto,,102008.0,1147832.0,30.0,,,,17507.0,Spadina-Fort York,28.0,10.0,1713485.0,"The garden, inspired by Franklin the Turtle, is an area to discover nature, play, while learning something new.",N,"{""coordinates"": [[-79.37627, 43.61615]], ""type"": ""MultiPoint""}",43.61615,-79.37627,other
56,,Gardiner Museum,Museum,416-586-8080,,https://www.gardinermuseum.on.ca/,8408486.0,,8408486.0,111,Queen's Park,111 Queen's Park,M5S 2C7,former Toronto,Toronto,,115001.0,8408484.0,111.0,,,,11267.0,University-Rosedale,27.0,11.0,2942367.0,"A museum dedicated to one of the oldest forms of art. The Gardiner Museum of Ceramic Art is home to over 3,000 historical and contemporary ceramic pieces.",Y,"{""coordinates"": [[-79.39315, 43.66808]], ""type"": ""MultiPoint""}",43.66808,-79.39315,bloor
57,,George Ignatieff Theatre,Performing Arts,416-978-4166,,https://www.trinity.utoronto.ca/discover/catering-events/george-ignatieff-theatre/,8408609.0,,8408609.0,15,Devonshire Pl,15 Devonshire Pl,M5S 2C8,former Toronto,Toronto,,107002.0,8408578.0,15.0,,,,3293.0,University-Rosedale,20.0,11.0,2163690.0,"In the Trinity College community, the George Ignatieff Theatre acts as a creative hub ranging from events like theatre, conferences, and much more.",N,"{""coordinates"": [[-79.39715, 43.66557]], ""type"": ""MultiPoint""}",43.66557,-79.39715,annex
58,Located on Toronto Island - take ferry from 9 Queen's Quay West to Centre Island,Gibraltar Point Beach,Nature/ Park,416-392-2489,,http://app.toronto.ca/tpha/beach/4.html,8133458.0,,8133458.0,443,Lakeshore Ave,443 Lakeshore Ave,M5J 2W2,former Toronto,Toronto,,115001.0,30096919.0,443.0,,,,3802.0,Spadina-Fort York,28.0,10.0,4230440.0,"Surrounded by eastern cottonwood trees, the Gibraltar Point Beach is located on the southwest shore of Toronto Island Park. The Gibraltar Point Centre for the Arts is walking distance from the beach.",Y,"{""coordinates"": [[-79.38407, 43.61291]], ""type"": ""MultiPoint""}",43.61291,-79.38407,other
59,,Gibson House Museum,Museum,416-395-7432,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/gibson-house-museum/,7131356.0,,7131356.0,5172,Yonge St,5172 Yonge St,M2N 5P6,North York,Toronto,Gibson House - Building Grounds,107008.0,7131350.0,5172.0,,,,4733.0,Willowdale,23.0,18.0,3838012.0,"Operated  by the City of Toronto, the Gibson House is a museum where visitors experience an exquisite farmhouse and learn more about the rural development of the area.",Y,"{""coordinates"": [[-79.4149, 43.76962]], ""type"": ""MultiPoint""}",43.76962,-79.4149,other
60,,Glenn Gould Studio,Performing Arts,833-205-5574,,https://www.cbc.ca/glenngouldstudio/,10598280.0,,10598280.0,250,Front St W,250 Front St W,M5V 3G5,former Toronto,Toronto,,115001.0,10598276.0,250.0,,,,3472.0,Spadina-Fort York,20.0,10.0,2650427.0,"Located on the main floor of the Canadian Broadcasting Centre,  the Glenn Gould Studio is a much-celebrated venue for its state of the art recording facilities and acoustics.",Y,"{""coordinates"": [[-79.38778, 43.64438]], ""type"": ""MultiPoint""}",43.64438,-79.38778,downtown
61,,Gooderham Flatiron Building,Landmark,416-392-1975,,https://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=8311,,,,49,Wellington St E,49 Wellington St E,M5E 1C9,former Toronto,Toronto,,,,,,,,,Toronto Centre,27.0,13.0,,Gooderham Building is a historic office building known for its unique location and triangular architecture.,,"{""coordinates"": [[-79.37417, 43.64844]], ""type"": ""MultiPoint""}",43.64844,-79.37417,waterfront
62,,Graffiti Alley,Landmark,416-392-2489,,https://artwalk.tdwbia.ca/businesses/graffiti-alley-toronto,,,,513,Queen St W,513 Queen St W,M5V 2B4,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,28.0,10.0,,The graffiti hub showcases several blocks of colourful murals and art.,,"{""coordinates"": [[-79.39847, 43.64792]], ""type"": ""MultiPoint""}",43.64792,-79.39847,queenwest
63,,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,416-396-7378,,https://www.toronto.ca/data/parks/prd/facilities/complex/406/index.html,6620192.0,,6620192.0,201,Guildwood Pkwy,201 Guildwood Pkwy,M1E 1P5,Scarborough,Toronto,Guildwood Park,115001.0,30090074.0,201.0,,,,8047.0,Scarborough-Guildwood,43.0,24.0,4173415.0,"A sculptural alluring park and garden, the Guild Park and Gardens is rich in local history and a must-see for locals and visitors alike.",Y,"{""coordinates"": [[-79.19249, 43.74809]], ""type"": ""MultiPoint""}",43.74809,-79.19249,other
64,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West to Hanlan's Point,Hanlan's Point Beach,Nature/ Park,416-392-8196,,https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,8133591.0,,8133591.0,695,Lakeshore Ave,695 Lakeshore Ave,M5J 2W2,former Toronto,Toronto,,115001.0,30056595.0,695.0,,,,3802.0,Spadina-Fort York,28.0,10.0,3363008.0,"Situated on the west shore of Toronto Island Park, this beach is Toronto's only clothing optional beach.",Y,"{""coordinates"": [[-79.39409, 43.61986]], ""type"": ""MultiPoint""}",43.61986,-79.39409,other
65,,Harbour Square Park,Nature/ Park,416-392-2489,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=74&title=Harbour-Square-Park,,,,25,Queens Quay W,25 Queens Quay W,M5J 2T5,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,28.0,10.0,,"Located next to the Toronto Ferry Docks, Harbour Square Park offers downtown folks a spot to sit and watch the ferries travel back and forth to the island.",,"{""coordinates"": [[-79.37665, 43.64019]], ""type"": ""MultiPoint""}",43.64019,-79.37665,harbourfront
66,,Harbourfront Centre,Performing Arts,416-973-4000,,http://www.harbourfrontcentre.com/,11226853.0,,11226853.0,235,Queens Quay W,235 Queens Quay W,M5J 2G8,former Toronto,Toronto,,115001.0,14134888.0,235.0,,,,4244.0,Spadina-Fort York,20.0,10.0,1995833.0,"Popular 10-acre lakeside cultural site offers an eclectic blend of year-round arts, culture and recreation such as concerts, skating, music festivals and dance.",Y,"{""coordinates"": [[-79.38188, 43.63882]], ""type"": ""MultiPoint""}",43.63882,-79.38188,harbourfront
67,,Hart House Theatre,Performing Arts,416-978-2452,,https://harthouse.ca/,8128861.0,,8128861.0,7,Hart House Crcl,7 Hart House Cir,M5S 3H3,former Toronto,Toronto,Hart House,102008.0,8128860.0,7.0,,,,9333.0,University-Rosedale,20.0,11.0,2984413.0,"A point of interest in the University of Toronto community, the Hart House Theatre and it's students produce an array of drama, dance, film, and music.",N,"{""coordinates"": [[-79.39434, 43.664]], ""type"": ""MultiPoint""}",43.664,-79.39434,bloor
68,,High Park,Nature/ Park,416-338-0338,,http://www.highparktoronto.com/,10250060.0,,10250060.0,1873,Bloor St W,1873 Bloor St W,M6R 2Z3,former Toronto,Toronto,,106001.0,10250061.0,1873.0,,,,458.0,Parkdale-High Park,13.0,4.0,3837548.0,"High Park is one of Torontos largest parks, and attracts visitors each spring for the blooming of its famous cherry blossoms. It also contains attractions and amenities such as recreational programs, a local zoo, a unique playground and a pond.",Y,"{""coordinates"": [[-79.46378, 43.64646]], ""type"": ""MultiPoint""}",43.64646,-79.46378,other
69,,Historic Zion Schoolhouse,Museum,416-395-7435,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/zion-schoolhouse/,14070727.0,,14070727.0,1091,Finch Ave E,1091 Finch Ave E,M2J 2X3,North York,Toronto,Historic Zion Schoolhouse - Building Grounds,107008.0,436952.0,1091.0,,,,5589.0,Don Valley North,33.0,17.0,4061863.0,"Built in 1869, the Historic Zion Schoolhouse has been restored to emulate schooling as it once was in the farming  district of L'Amaroux",Y,"{""coordinates"": [[-79.3634, 43.79037]], ""type"": ""MultiPoint""}",43.79037,-79.3634,other
70,,Hockey Hall of Fame,Attraction,416-360-7765,,https://www.hhof.com/,8676865.0,,8676865.0,30,Yonge St,30 Yonge St,M5E 1X8,former Toronto,Toronto,,115001.0,8676863.0,30.0,,,,4733.0,Toronto Centre,28.0,13.0,1981812.0,"Unique to Toronto, and featuring the Stanley Cup, interactive exhibits, shows, and the finest collection of hockey artifacts in the world.",Y,"{""coordinates"": [[-79.37768, 43.64726]], ""type"": ""MultiPoint""}",43.64726,-79.37768,downtown
71,,HTO Park,Nature/ Park,416-392-8188,,https://www.toronto.ca/data/parks/prd/facilities/complex/1663/index.html,14069050.0,,14069050.0,339,Queens Quay W,339 Queens Quay W,M5V 1A2,former Toronto,Toronto,"Hto Park,Maple Leaf Quay",103005.0,10223459.0,339.0,,,,4244.0,Spadina-Fort York,20.0,10.0,4061713.0,"Facing the inner harbour with Toronto Island Park in clear viewing,  HTO Park includes an urban beach which is decorated with yellow umbrellas and Muskoka chairs.",Y,"{""coordinates"": [[-79.38817, 43.63779]], ""type"": ""MultiPoint""}",43.63779,-79.38817,harbourfront
72,,Hudson's Bay,Landmark,416-861-9111,,https://www.thebay.com/,8677040.0,,8677040.0,176,Yonge St,176 Yonge St,M5C 2L7,former Toronto,Toronto,,115001.0,8676918.0,176.0,,,,4733.0,Toronto Centre,28.0,13.0,2103897.0,"Famously known as being North America's oldest company, the Hudson Bay is a chain of department stores  that operate throughout the country.",Y,"{""coordinates"": [[-79.37988, 43.65197]], ""type"": ""MultiPoint""}",43.65197,-79.37988,downtown
73,,Humber Arboretum,Nature/ Park,416-675-3111,,https://humber.ca/arboretum/,12387605.0,,12387605.0,205,Humber College Blvd,205 Humber College Blvd,M9W 5L7,Etobicoke,Toronto,Humber College Athletic Centre,102006.0,20232386.0,205.0,,,,1827.0,Etobicoke North,1.0,1.0,3212518.0,"Located nearby the West Humber River Valley, the Humber Arboretum offers trails through environmentally-rich areas like forests, and wetlands.",Y,"{""coordinates"": [[-79.60749, 43.72481]], ""type"": ""MultiPoint""}",43.72481,-79.60749,other
74,,Humber Bay Park West (Humber Bay Butterfly Habitat),Nature/ Park,416-392-2489,,https://www.toronto.ca/data/parks/prd/facilities/complex/1074/index.html,11272401.0,,11272401.0,100,Humber Bay Park Rd W,100 Humber Bay Park Rd W,M8V 3X7,Etobicoke,Toronto,Humber Bay Park East,106008.0,30040668.0,100.0,,,,10882.0,Etobicoke-Lakeshore,6.0,3.0,4063710.0,"Located at a waterfront park at the mouth of Mimico Creek, the Humber Bay Butterfly Habitat is focused on providing habitat for an array of native butterfly species.",Y,"{""coordinates"": [[-79.47727, 43.62416]], ""type"": ""MultiPoint""}",43.62416,-79.47727,other
75,,iArts Museum,Museum,416-504-2787,,https://www.iartsmuseum.ca/,,,,580,King St W,580 King St W,M5V 1M1,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,20.0,10.0,,This unique museum features larger-than-life 3D illusions as an immersive experience.,,"{""coordinates"": [[-79.39944, 43.64489]], ""type"": ""MultiPoint""}",43.64489,-79.39944,other
76,In the Distillery Historic District,Illuminarium Toronto,Attraction,647-368-6070,,https://www.illuminarium.com/toronto,,,,28,Gristmill Ln,28 Gristmill Ln,M5A 4R2,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,20.0,10.0,,"An immerseive experience featuring cutting edge visual, audio and projection technology, occasionally hosting shows.",,"{""coordinates"": [[-79.36061, 43.64993]], ""type"": ""MultiPoint""}",43.64993,-79.36061,distillery
77,,Isabel Bader Theatre,Performing Arts,416-585-4575,,https://www.vicu.utoronto.ca/hospitality-services/hold-an-event/isabel-bader-theatre/,20169543.0,,20169543.0,93,Charles St W,93 Charles St W,M5S 1K5,former Toronto,Toronto,,102008.0,12631071.0,93.0,,,,3146.0,University-Rosedale,27.0,11.0,2862495.0,"Located at the University of Toronto, this multi-purpose venue seats 500 patrons whether it be for a lecture, workshop, or a theatrical production.",N,"{""coordinates"": [[-79.39257, 43.66731]], ""type"": ""MultiPoint""}",43.66731,-79.39257,bloor
78,,Jack Layton Ferry Terminal,Transportation,416-392-8193,,https://www.toronto.ca/explore-enjoy/parks-gardens-beaches/toronto-island-park/all-ferry-schedules/,8676757.0,,8676757.0,9,Queens Quay W,9 Queens Quay W,M5J 2H3,former Toronto,Toronto,,108008.0,14678340.0,9.0,,,,4244.0,Spadina-Fort York,28.0,10.0,2756535.0,"Located at the foot of Bay Street and Queens Quay West, the  Jack Layton Ferry Terminal acts as a commuting point to and from the Toronto Island Park with frequent ferry service.",Y,"{""coordinates"": [[-79.37564, 43.64001]], ""type"": ""MultiPoint""}",43.64001,-79.37564,harbourfront
79,,James Garden Park,Garden / Conservatory,416-392-8188,,https://www.toronto.ca/data/parks/prd/facilities/complex/3/index.html,20350827.0,,998509.0,99,Edenbridge Dr,99 Edenbridge Dr,M9A 4N1,Etobicoke,Toronto,Scarlett Mills Park,106005.0,909949.0,61.0,,,,1524.0,Etobicoke Centre,4.0,2.0,2331546.0,"Former estate gardens located in Toronto's west end that include rare trees, spring-fed pools, and other seasonal displays.",N,"{""coordinates"": [[-79.51546, 43.67111]], ""type"": ""MultiPoint""}",43.67111,-79.51546,other
80,,Kew Gardens Park,Nature/ Park,416-392-2489,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=107,7683571.0,,7683571.0,2075,Queen St E,2075 Queen St E,M4L 1J1,former Toronto,Toronto,Kew Gardens,106001.0,7683563.0,2075.0,,,,4237.0,Beaches-East York,32.0,19.0,3835122.0,"Located in The Beaches, Kew Gardens act as one of Toronto's most popular picnic grounds while having access to the boardwalk on the lakeshore.",Y,"{""coordinates"": [[-79.29849, 43.66816]], ""type"": ""MultiPoint""}",43.66816,-79.29849,other
81,,Koerner Hall (at the Telus Centre for Performance and Learning),Performing Arts,416-408-2824,,https://www.rcmusic.com/about-us/telus-centre-for-performance-and-learning,772768.0,,772768.0,273,Bloor St W,273 Bloor St W,M5S 1W2,former Toronto,Toronto,,102007.0,8408552.0,273.0,,,,458.0,University-Rosedale,20.0,11.0,3829169.0,"Koerner Hall is a 1,135 seat venue to provide excellent acoustic sounds for all genres of music in its ""shoebox"" designed venue.",Y,"{""coordinates"": [[-79.39639, 43.66786]], ""type"": ""MultiPoint""}",43.66786,-79.39639,annex
82,,Little Canada,Attraction,647-578-4663,,https://little-canada.ca/,,,,10,Dundas St E,10 Dundas St E,M5B 2G9,former Toronto,Toronto,,,,,,,,,Toronto Centre,27.0,13.0,,"This attraction is an immersive joruney through the sights, sounds and wonder of Canada on a miniature scale.",,"{""coordinates"": [[-79.38084, 43.65669]], ""type"": ""MultiPoint""}",43.65669,-79.38084,downtown
83,,Mackenzie House,Museum,416-392-6915,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/mackenzie-house/,773899.0,,773899.0,82,Bond St,82 Bond St,M5B 1X2,former Toronto,Toronto,Mackenzie House - Building Grounds,107008.0,1144656.0,82.0,,,,3029.0,Toronto Centre,27.0,13.0,3838139.0,"Mackenzie House is the restored home of William Lyon Mackenzie, Toronto's first Mayor. It is one of 10 museums operated by the City of Toronto.",Y,"{""coordinates"": [[-79.37841, 43.65567]], ""type"": ""MultiPoint""}",43.65567,-79.37841,downtown
84,,Marie Curtis Park East Beach,Nature/ Park,416-392-2489,,http://app.toronto.ca/tpha/beach/1.html,14077509.0,,14077509.0,2,Forty Second St,2 Forty Second St,L3P 7K7,Etobicoke,Toronto,Marie Curtis Park,106001.0,914923.0,2.0,,,,1631.0,Etobicoke-Lakeshore,6.0,3.0,1725205.0,Located at the mouth of Etobicoke Creek near the foot of Forty-Second Street. Most users of this beach come from the bordering Long Branch community.,Y,"{""coordinates"": [[-79.54054, 43.58572]], ""type"": ""MultiPoint""}",43.58572,-79.54054,other
85,,Massey Hall,Performing Arts,416-872-4255,,https://www.masseyhall.com/,7642517.0,,7642517.0,178,Victoria St,178 Victoria St,M5B 1T7,former Toronto,Toronto,,107010.0,7642502.0,178.0,,,,9790.0,Toronto Centre,27.0,13.0,3323556.0,"Declared a heritage building in  the 1970s, this live events venue acts as a performance venue for various artists.",Y,"{""coordinates"": [[-79.37898, 43.65401]], ""type"": ""MultiPoint""}",43.65401,-79.37898,downtown
86,,Mattamy Athletic Centre,Sports / Entertainment Venue,416-598-5960,,https://www.mattamyathleticcentre.ca/,30018522.0,,30018522.0,50,Carlton St,50 Carlton St,M5B 1J2,former Toronto,Toronto,Ryerson University  Athletic Centre,102008.0,14023522.0,50.0,,,,3116.0,Toronto Centre,27.0,13.0,3326694.0,"Mattamy Athletic Centre is located within Maple Leafs Garden and is home to the Ryerson Ram's basketball, hockey and volleyball teams.",Y,"{""coordinates"": [[-79.38034, 43.66217]], ""type"": ""MultiPoint""}",43.66217,-79.38034,other
